2026-01-26 06:23:25,443 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:40420 > 167.82.56.223:https A
2026-01-26 06:25:10,424 | INFO | METRIC | CPU: 0.2% | PKTS: 0
2026-01-26 06:25:11,401 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:12,431 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:13,407 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:14,438 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:15,413 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:16,446 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:17,423 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:18,452 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:19,443 | INFO | METRIC | CPU: 0.2% | PKTS: 0
2026-01-26 06:25:20,458 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:21,453 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:22,465 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:23,461 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:24,472 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:25,481 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:26,480 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:27,487 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:28,487 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:29,492 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:30,500 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:31,503 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:32,506 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:33,511 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:34,510 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:35,516 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:36,515 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:37,527 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:38,522 | INFO | METRIC | CPU: 0.3% | PKTS: 0
2026-01-26 06:25:39,538 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:40,532 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:41,546 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:42,539 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:43,558 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:44,547 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:45,565 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:46,556 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:47,572 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:48,563 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:49,583 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:50,579 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:51,593 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:52,585 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:53,601 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:54,593 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:55,608 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:56,599 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:25:57,619 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:58,607 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:25:59,629 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:00,613 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:01,637 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:02,621 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:03,643 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:04,626 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:05,653 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:06,631 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:07,660 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:08,637 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:09,669 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:10,643 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:11,677 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:12,649 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:13,683 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:14,654 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:15,688 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:16,659 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:17,693 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:18,664 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:19,700 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:20,672 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:21,707 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:22,677 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:23,712 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:24,683 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:25,718 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:26,690 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:27,723 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:28,698 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:29,733 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:30,738 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:31,740 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:32,746 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:33,747 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:34,752 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:35,754 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:36,757 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:37,760 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:38,764 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:39,766 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:40,770 | INFO | METRIC | CPU: 0.2% | PKTS: 0
2026-01-26 06:26:41,789 | INFO | METRIC | CPU: 0.2% | PKTS: 0
2026-01-26 06:26:42,777 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:43,802 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:44,784 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:45,810 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:46,790 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:47,817 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:48,797 | INFO | METRIC | CPU: 0.2% | PKTS: 0
2026-01-26 06:26:49,828 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:50,805 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:51,835 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:52,813 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:53,847 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:54,820 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:55,853 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:56,827 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:26:57,861 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:58,832 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:26:59,867 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:00,838 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:01,871 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:02,846 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:03,877 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:04,851 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:05,903 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:06,857 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:07,910 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:08,864 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:09,918 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:10,871 | INFO | METRIC | CPU: 0.2% | PKTS: 0
2026-01-26 06:27:11,927 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:12,877 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:13,938 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:14,882 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:15,944 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:16,888 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:17,969 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:18,894 | INFO | METRIC | CPU: 0.2% | PKTS: 0
2026-01-26 06:27:19,979 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:20,901 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:21,989 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:22,908 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:23,999 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:24,914 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:26,010 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:26,920 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:28,017 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:28,930 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:30,024 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:30,935 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:32,033 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:32,943 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:34,045 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:34,949 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:36,053 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:36,955 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:38,059 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:38,975 | INFO | METRIC | CPU: 0.3% | PKTS: 0
2026-01-26 06:27:40,067 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:40,982 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:42,077 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:43,034 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:44,084 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:45,039 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:46,092 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:47,045 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:48,131 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:49,052 | INFO | METRIC | CPU: 0.2% | PKTS: 0
2026-01-26 06:27:50,136 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:51,058 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:52,144 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:53,065 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:54,150 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:55,072 | INFO | METRIC | CPU: 0.0% | PKTS: 0
2026-01-26 06:27:56,159 | INFO | METRIC | CPU: 0.1% | PKTS: 0
2026-01-26 06:27:57,078 | INFO | METRIC | CPU: 2.8% | PKTS: 0
2026-01-26 06:27:57,287 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https S
2026-01-26 06:27:57,288 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https S
2026-01-26 06:27:57,288 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,288 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,541 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,542 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,546 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,546 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,543 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 SA
2026-01-26 06:27:57,544 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 SA
2026-01-26 06:27:57,550 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,554 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,556 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:57,558 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:57,564 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:57,566 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:57,816 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,816 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,820 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,817 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A
2026-01-26 06:27:57,817 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A
2026-01-26 06:27:57,821 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,826 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,825 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A
2026-01-26 06:27:57,829 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,829 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A
2026-01-26 06:27:57,835 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A / Raw
2026-01-26 06:27:57,835 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,850 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A / Raw
2026-01-26 06:27:57,849 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:57,853 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:57,854 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,856 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,856 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:57,859 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:57,860 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,862 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,863 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:57,865 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:57,865 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,867 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,868 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:57,870 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:57,871 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,873 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,875 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:57,875 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:57,878 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,878 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:57,880 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:57,881 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:57,885 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:58,105 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A
2026-01-26 06:27:58,105 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A
2026-01-26 06:27:58,115 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:58,106 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,106 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,115 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:58,122 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,124 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,125 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:58,122 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:58,128 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,129 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,132 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:58,138 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:58,141 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:58,142 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:58,145 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:58,145 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:58,147 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:58,147 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:58,154 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:58,154 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:58,157 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,157 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,160 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:58,160 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 PA / Raw
2026-01-26 06:27:58,162 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,162 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,164 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:58,165 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https A
2026-01-26 06:27:58,166 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:58,166 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:58,166 | INFO | METRIC | CPU: 2.6% | PKTS: 21
2026-01-26 06:27:58,168 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:58,168 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https PA / Raw
2026-01-26 06:27:58,170 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:58,170 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:43028 > 13.216.38.234:https 
2026-01-26 06:27:58,172 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:33992 > 18.206.69.236:https S
2026-01-26 06:27:58,174 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:33992 > 18.206.69.236:https S
2026-01-26 06:27:58,174 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:33992 > 18.206.69.236:https 
2026-01-26 06:27:58,175 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:33992 > 18.206.69.236:https 
2026-01-26 06:27:58,365 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,365 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 
2026-01-26 06:27:58,366 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A
2026-01-26 06:27:58,366 | INFO | WIRESHARK | Ether / IP / TCP 13.216.38.234:https > 172.21.174.213:43028 A
2026-01-26 06:27:58,407 | INFO | WIRESHARK | Ether / IP / TCP 18.206.69.236:https > 172.21.174.213:33992 
2026-01-26 06:27:58,407 | INFO | WIRESHARK | Ether / IP / TCP 18.206.69.236:https > 172.21.174.213:33992 SA
2026-01-26 06:27:58,408 | INFO | WIRESHARK | Ether / IP / TCP 18.206.69.236:https > 172.21.174.213:33992 
2026-01-26 06:27:58,408 | INFO | WIRESHARK | Ether / IP / TCP 18.206.69.236:https > 172.21.174.213:33992 SA
2026-01-26 06:27:58,411 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:33992 > 18.206.69.236:https A
2026-01-26 06:27:58,413 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:33992 > 18.206.69.236:https 
2026-01-26 06:27:58,418 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:33992 > 18.206.69.236:https 
2026-01-26 06:27:58,419 | INFO | WIRESHARK | Ether / IP / TCP 172.21.174.213:33992 > 18.206.69.236:https A
